he4_theta,p_theta
13.4625,23.5888
13.4525,23.5473
13.4424,23.5058
13.4323,23.4643
13.422,23.4228
13.4118,23.3813
13.4015,23.3398
13.3912,23.2983
13.3808,23.2568
13.3704,23.2154
13.3599,23.1739
13.3494,23.1324
13.3388,23.091
13.3282,23.0496
13.3175,23.0081
13.3068,22.9667
13.296,22.9253
13.2852,22.8838
13.2743,22.8424
13.2634,22.801
13.2524,22.7596
13.2414,22.7182
13.2303,22.6768
13.2192,22.6354
13.208,22.594
13.1969,22.5527
13.1856,22.5113
13.1743,22.4699
13.1629,22.4286
13.1515,22.3872
13.1401,22.3459
13.1286,22.3045
13.117,22.2632
13.1054,22.2219
13.0938,22.1805
13.0821,22.1392
13.0703,22.0979
13.0585,22.0566
13.0467,22.0153
13.0348,21.974
13.0228,21.9327
13.0109,21.8914
12.9988,21.8502
12.9867,21.8089
12.9746,21.7676
12.9624,21.7263
12.9501,21.6851
12.9379,21.6438
12.9255,21.6026
12.9132,21.5614
12.9007,21.5201
12.8882,21.4789
12.8757,21.4377
12.8631,21.3965
12.8505,21.3552
12.8378,21.314
12.825,21.2728
12.8123,21.2316
12.7994,21.1904
12.7866,21.1493
12.7736,21.1081
12.7607,21.0669
12.7476,21.0257
12.7346,20.9846
12.7214,20.9434
12.7083,20.9023
12.695,20.8611
12.6818,20.82
12.6684,20.7788
12.6551,20.7377
12.6416,20.6966
12.6282,20.6555
12.6146,20.6144
12.6011,20.5732
12.5874,20.5321
12.5738,20.491
12.56,20.45
12.5463,20.4089
12.5324,20.3678
12.5186,20.3267
12.5046,20.2856
12.4907,20.2446
12.4766,20.2035
12.4626,20.1624
12.4484,20.1214
12.4343,20.0803
12.42,20.0393
12.4058,19.9983
12.3915,19.9572
12.3771,19.9162
12.3627,19.8752
12.3482,19.8342
12.3337,19.7932
12.3191,19.7522
12.3045,19.7112
12.2898,19.6702
12.2751,19.6292
12.2603,19.5882
12.2455,19.5472
12.2307,19.5062
12.2157,19.4653
12.2008,19.4243
12.1857,19.3834
12.1707,19.3424
12.1555,19.3015
12.1404,19.2605
12.1251,19.2196
12.1099,19.1786
12.0946,19.1377
12.0792,19.0968
12.0638,19.0559
12.0483,19.015
12.0328,18.974
12.0172,18.9331
12.0016,18.8922
11.9859,18.8513
11.9702,18.8105
11.9544,18.7696
11.9386,18.7287
11.9228,18.6878
11.9068,18.647
11.8909,18.6061
11.8748,18.5652
11.8588,18.5244
11.8426,18.4835
11.8265,18.4427
11.8102,18.4018
11.794,18.361
11.7777,18.3202
11.7613,18.2793
11.7449,18.2385
11.7284,18.1977
11.7119,18.1569
11.6953,18.1161
11.6787,18.0753
11.662,18.0345
11.6453,17.9937
11.6286,17.9529
11.6117,17.9121
11.5949,17.8713
11.5779,17.8306
11.561,17.7898
11.5439,17.749
11.5269,17.7083
11.5098,17.6675
11.4926,17.6268
11.4754,17.586
11.4581,17.5453
11.4408,17.5046
11.4234,17.4638
11.406,17.4231
11.3886,17.3824
11.371,17.3417
11.3535,17.3009
11.3358,17.2602
11.3182,17.2195
11.3005,17.1788
11.2827,17.1381
11.2649,17.0974
11.247,17.0568
11.2291,17.0161
11.2112,16.9754
11.1931,16.9347
11.1751,16.8941
11.1569,16.8534
11.1388,16.8127
11.1206,16.7721
11.1023,16.7314
11.084,16.6908
11.0657,16.6501
11.0472,16.6095
11.0288,16.5689
11.0103,16.5282
10.9917,16.4876
10.9731,16.447
10.9545,16.4064
10.9357,16.3658
10.917,16.3252
10.8982,16.2846
10.8793,16.244
10.8604,16.2034
10.8415,16.1628
10.8225,16.1222
10.8034,16.0816
10.7843,16.041
10.7652,16.0005
10.746,15.9599
10.7268,15.9193
10.7074,15.8788
10.6881,15.8382
10.6687,15.7977
10.6493,15.7571
10.6298,15.7166
10.6102,15.676
10.5906,15.6355
10.571,15.595
10.5513,15.5544
10.5316,15.5139
10.5118,15.4734
10.492,15.4329
10.4721,15.3924
10.4522,15.3519
10.4322,15.3114
10.4122,15.2709
10.3921,15.2304
10.372,15.1899
10.3518,15.1494
10.3316,15.1089
10.3113,15.0684
10.291,15.0279
10.2706,14.9875
10.2502,14.947
10.2297,14.9065
10.2092,14.8661
10.1887,14.8256
10.1681,14.7852
10.1474,14.7447
10.1267,14.7043
10.106,14.6639
10.0852,14.6234
10.0643,14.583
10.0434,14.5426
10.0225,14.5021
10.0015,14.4617
9.98046,14.4213
9.9594,14.3809
9.93824,14.3405
9.91709,14.3001
9.89584,14.2597
9.87459,14.2193
9.85324,14.1789
9.8319,14.1385
9.81046,14.0981
9.78902,14.0577
9.76749,14.0174
9.74595,13.977
9.72432,13.9366
9.7027,13.8962
9.68098,13.8559
9.65925,13.8155
9.63744,13.7752
9.61562,13.7348
9.59372,13.6945
9.57181,13.6541
9.5498,13.6138
9.5278,13.5734
9.50571,13.5331
9.48361,13.4928
9.46143,13.4525
9.43924,13.4121
9.41696,13.3718
9.39468,13.3315
9.3723,13.2912
9.34993,13.2509
9.32747,13.2106
9.305,13.1703
9.28245,13.13
9.25989,13.0897
9.23724,13.0494
9.21459,13.0091
9.19185,12.9688
9.16911,12.9285
9.14628,12.8883
9.12345,12.848
9.10053,12.8077
9.07761,12.7675
9.0546,12.7272
9.03158,12.6869
9.00848,12.6467
8.98538,12.6064
8.96219,12.5662
8.93899,12.5259
8.91571,12.4857
8.89243,12.4454
8.86906,12.4052
8.84569,12.365
8.82223,12.3247
8.79877,12.2845
8.77522,12.2443
8.75167,12.2041
8.72803,12.1639
8.70439,12.1236
8.68066,12.0834
8.65694,12.0432
8.63312,12.003
8.60931,11.9628
8.58541,11.9226
8.5615,11.8824
8.53751,11.8422
8.51352,11.8021
8.48945,11.7619
8.46537,11.7217
8.44121,11.6815
8.41705,11.6413
8.3928,11.6012
8.36855,11.561
8.34421,11.5208
8.31987,11.4807
8.29545,11.4405
8.27103,11.4004
8.24652,11.3602
8.22202,11.3201
8.19743,11.2799
8.17283,11.2398
8.14816,11.1996
8.12348,11.1595
8.09872,11.1193
8.07396,11.0792
8.04911,11.0391
8.02427,10.999
7.99934,10.9588
7.97441,10.9187
7.9494,10.8786
7.92439,10.8385
7.89929,10.7984
7.8742,10.7583
7.84902,10.7182
7.82384,10.6781
7.79858,10.638
7.77332,10.5979
7.74798,10.5578
7.72264,10.5177
7.69722,10.4776
7.6718,10.4375
7.64629,10.3974
7.62079,10.3573
7.5952,10.3173
7.56962,10.2772
7.54396,10.2371
7.51829,10.197
7.49255,10.157
7.4668,10.1169
7.44098,10.0769
7.41516,10.0368
7.38925,9.99674
7.36335,9.95669
7.33737,9.91664
7.31139,9.87659
7.28533,9.83655
7.25927,9.79651
7.23313,9.75647
7.20699,9.71643
7.18078,9.6764
7.15456,9.63636
7.12827,9.59634
7.10198,9.55631
7.07561,9.51629
7.04925,9.47626
7.0228,9.43625
6.99636,9.39623
6.96984,9.35622
6.94332,9.31621
6.91672,9.2762
6.89013,9.23619
6.86346,9.19619
6.83679,9.15619
6.81005,9.11619
6.78331,9.07619
6.75649,9.0362
6.72967,8.99621
6.70278,8.95622
6.67589,8.91623
6.64893,8.87625
6.62196,8.83627
6.59493,8.79629
6.56789,8.75631
6.54079,8.71634
6.51368,8.67637
6.4865,8.6364
6.45932,8.59643
6.43207,8.55646
6.40482,8.5165
6.3775,8.47654
6.35018,8.43658
6.32279,8.39663
6.2954,8.35667
6.26794,8.31672
6.24048,8.27677
6.21295,8.23683
6.18543,8.19688
6.15783,8.15694
6.13023,8.117
6.10257,8.07706
6.0749,8.03713
6.04717,7.99719
6.01944,7.95726
5.99164,7.91733
5.96384,7.8774
5.93598,7.83748
5.90811,7.79756
5.88018,7.75764
5.85225,7.71772
5.82426,7.6778
5.79626,7.63789
5.7682,7.59798
5.74014,7.55806
5.71201,7.51816
5.68389,7.47825
5.6557,7.43835
5.62751,7.39844
5.59926,7.35854
5.57101,7.31865
5.54269,7.27875
5.51438,7.23885
5.486,7.19896
5.45763,7.15907
5.42919,7.11919
5.40075,7.0793
5.37225,7.03941
5.34375,6.99953
5.31519,6.95965
5.28663,6.91977
5.25802,6.8799
5.2294,6.84002
5.20072,6.80015
5.17204,6.76027
5.1433,6.72041
5.11457,6.68054
5.08577,6.64067
5.05698,6.60081
5.02813,6.56095
4.99927,6.52108
4.97036,6.48123
4.94146,6.44137
4.91249,6.40151
4.88353,6.36166
4.8545,6.32181
4.82548,6.28196
4.79641,6.24211
4.76733,6.20226
4.7382,6.16242
4.70907,6.12258
4.67989,6.08273
4.6507,6.04289
4.62147,6.00306
4.59223,5.96322
4.56294,5.92338
4.53365,5.88355
4.5043,5.84372
4.47496,5.80389
4.44557,5.76406
4.41618,5.72423
4.38673,5.68441
4.35729,5.64458
4.32779,5.60476
4.2983,5.56494
4.26875,5.52512
4.23921,5.4853
4.20962,5.44549
4.18002,5.40567
4.15038,5.36586
4.12074,5.32604
4.09105,5.28623
4.06136,5.24642
4.03163,5.20662
4.00189,5.16681
3.97211,5.12701
3.94232,5.0872
3.9125,5.0474
3.88267,5.0076
3.85279,4.9678
3.82292,4.928
3.793,4.88821
3.76309,4.84841
3.73312,4.80862
3.70316,4.76882
3.67316,4.72903
3.64315,4.68924
3.61311,4.64945
3.58306,4.60966
3.55297,4.56988
3.52288,4.53009
3.49275,4.49031
3.46262,4.45053
3.43245,4.41074
3.40228,4.37096
3.37207,4.33119
3.34186,4.29141
3.31161,4.25163
3.28136,4.21185
3.25108,4.17208
3.22079,4.13231
3.19046,4.09254
3.16014,4.05276
3.12978,4.01299
3.09941,3.97322
3.06901,3.93346
3.03862,3.89369
3.00818,3.85393
2.97775,3.81416
2.94728,3.7744
2.91681,3.73463
2.8863,3.69487
2.8558,3.65511
2.82526,3.61535
2.79472,3.57559
2.76415,3.53584
2.73358,3.49608
2.70298,3.45632
2.67238,3.41657
2.64174,3.37682
2.61111,3.33706
2.58045,3.29731
2.54978,3.25756
2.51909,3.21781
2.48839,3.17806
2.45767,3.13831
2.42694,3.09856
2.39619,3.05882
2.36544,3.01907
2.33465,2.97933
2.30387,2.93958
2.27307,2.89984
2.24226,2.8601
2.21142,2.82035
2.18059,2.78061
2.14973,2.74087
2.11887,2.70113
2.08798,2.66139
2.05709,2.62166
2.02618,2.58192
1.99527,2.54218
1.96434,2.50245
1.9334,2.46271
1.90245,2.42298
1.87149,2.38324
1.84051,2.34351
1.80953,2.30378
1.77853,2.26404
1.74753,2.22431
1.71651,2.18458
1.68549,2.14485
1.65445,2.10512
1.6234,2.06539
1.59234,2.02566
1.56128,1.98594
1.5302,1.94621
1.49912,1.90648
1.46803,1.86676
1.43693,1.82703
1.40581,1.7873
1.3747,1.74758
1.34357,1.70785
1.31244,1.66813
1.28129,1.62841
1.25015,1.58868
1.21898,1.54896
1.18782,1.50924
1.15665,1.46952
1.12547,1.4298
1.09428,1.39007
1.06309,1.35035
1.03189,1.31063
1.00069,1.27091
0.969477,1.23119
0.938263,1.19147
0.907038,1.15176
0.875814,1.11204
0.844578,1.07232
0.813343,1.0326
0.782098,0.992883
0.750853,0.953166
0.719599,0.913449
0.688345,0.873732
0.657083,0.834015
0.625821,0.794298
0.594551,0.754582
0.563281,0.714866
0.532005,0.67515
0.500728,0.635435
0.469446,0.595719
0.438163,0.556004
0.406876,0.516289
0.375588,0.476574
0.344296,0.436859
0.313004,0.397144
0.281708,0.357429
0.250412,0.317715
0.219113,0.278
0.187814,0.238286
0.156513,0.198571
0.125212,0.158857
0.0939094,0.119143
0.0626068,0.0794284
0.0313034,0.0397142
