A_4He,E_4He,A_p,E_p
8.24285,181.09,65.249149,75.1227
8.212448,181.236,65.34719,74.5435
8.182006,181.381,65.44526,73.9663
8.151524,181.526,65.543359,73.3909
8.121003,181.67,65.641487,72.8175
8.090442,181.814,65.739644,72.2459
8.059843,181.957,65.83783,71.6762
8.029205,182.1,65.936045,71.1084
7.998528,182.243,66.034289,70.5426
7.967812,182.385,66.132561,69.9786
7.937058,182.526,66.230862,69.4166
7.906267,182.667,66.329192,68.8564
7.875437,182.808,66.42755,68.2983
7.84457,182.948,66.525936,67.742
7.813665,183.087,66.624351,67.1877
7.782723,183.226,66.722794,66.6353
7.751744,183.365,66.821265,66.0849
7.720728,183.503,66.919764,65.5365
7.689675,183.64,67.018291,64.99
7.658586,183.777,67.116846,64.4455
7.62746,183.914,67.215429,63.9029
7.596299,184.05,67.314039,63.3624
7.565101,184.186,67.412677,62.8238
7.533868,184.321,67.511343,62.2872
7.5026,184.455,67.610036,61.7526
7.471295,184.589,67.708757,61.22
7.439956,184.723,67.807504,60.6894
7.408582,184.856,67.906279,60.1609
7.377173,184.989,68.005081,59.6343
7.34573,185.121,68.10391,59.1098
7.314252,185.252,68.202766,58.5873
7.28274,185.383,68.301649,58.0668
7.251194,185.514,68.400559,57.5483
7.219614,185.644,68.499495,57.0319
7.188001,185.773,68.598458,56.5176
7.156354,185.902,68.697447,56.0053
7.124674,186.031,68.796462,55.495
7.09296,186.158,68.895504,54.9868
7.061214,186.286,68.994572,54.4807
7.029435,186.413,69.093667,53.9767
6.997624,186.539,69.192787,53.4747
6.96578,186.665,69.291933,52.9748
6.933905,186.79,69.391105,52.4771
6.901997,186.915,69.490302,51.9813
6.870057,187.039,69.589526,51.4877
6.838086,187.163,69.688774,50.9962
6.806084,187.286,69.788049,50.5068
6.77405,187.409,69.887348,50.0196
6.741985,187.531,69.986673,49.5344
6.70989,187.653,70.086023,49.0513
6.677764,187.774,70.185398,48.5704
6.645607,187.894,70.284798,48.0916
6.61342,188.014,70.384223,47.615
6.581202,188.134,70.483672,47.1405
6.548955,188.253,70.583146,46.6681
6.516678,188.371,70.682645,46.1979
6.484372,188.489,70.782168,45.7298
6.452036,188.606,70.881716,45.2639
6.419671,188.723,70.981288,44.8001
6.387276,188.839,71.080884,44.3386
6.354853,188.955,71.180504,43.8792
6.322401,189.07,71.280148,43.4219
6.289921,189.184,71.379815,42.9669
6.257412,189.298,71.479507,42.514
6.224875,189.412,71.579222,42.0634
6.19231,189.525,71.678961,41.6149
6.159717,189.637,71.778723,41.1686
6.127097,189.749,71.878508,40.7245
6.094449,189.86,71.978317,40.2827
6.061774,189.971,72.078149,39.843
6.029072,190.081,72.178004,39.4056
5.996342,190.19,72.277881,38.9704
5.963586,190.299,72.377782,38.5374
5.930803,190.408,72.477705,38.1066
5.897994,190.515,72.577651,37.6781
5.865159,190.623,72.677619,37.2518
5.832297,190.73,72.77761,36.8278
5.79941,190.836,72.877623,36.406
5.766497,190.941,72.977658,35.9864
5.733558,191.046,73.077715,35.5691
5.700594,191.151,73.177794,35.1541
5.667604,191.255,73.277895,34.7413
5.63459,191.358,73.378017,34.3308
5.601551,191.461,73.478162,33.9226
5.568486,191.563,73.578327,33.5167
5.535398,191.665,73.678514,33.113
5.502285,191.766,73.778723,32.7116
5.469147,191.866,73.878952,32.3125
5.435986,191.966,73.979203,31.9157
5.402801,192.065,74.079474,31.5212
5.369592,192.164,74.179766,31.1289
5.336359,192.262,74.280079,30.739
5.303103,192.36,74.380413,30.3514
5.269824,192.457,74.480767,29.9661
5.236522,192.553,74.581142,29.5831
5.203197,192.649,74.681536,29.2025
5.169849,192.744,74.781951,28.8241
5.136478,192.839,74.882386,28.4481
5.103086,192.933,74.982841,28.0744
5.069671,193.026,75.083315,27.703
5.036233,193.119,75.18381,27.334
5.002774,193.212,75.284323,26.9673
4.969294,193.303,75.384857,26.603
4.935791,193.394,75.485409,26.241
4.902268,193.485,75.585981,25.8814
4.868723,193.575,75.686572,25.5241
4.835156,193.664,75.787182,25.1692
4.801569,193.753,75.88781,24.8166
4.767962,193.841,75.988458,24.4664
4.734333,193.929,76.089124,24.1186
4.700684,194.016,76.189808,23.7731
4.667015,194.102,76.290511,23.43
4.633326,194.188,76.391232,23.0893
4.599617,194.273,76.491971,22.751
4.565888,194.358,76.592729,22.4151
4.532139,194.442,76.693504,22.0815
4.498371,194.525,76.794297,21.7504
4.464583,194.608,76.895107,21.4216
4.430777,194.69,76.995935,21.0953
4.396951,194.771,77.096781,20.7713
4.363107,194.852,77.197644,20.4498
4.329244,194.933,77.298524,20.1306
4.295362,195.012,77.399421,19.8139
4.261462,195.091,77.500335,19.4996
4.227544,195.17,77.601265,19.1877
4.193607,195.248,77.702213,18.8782
4.159653,195.325,77.803177,18.5711
4.125681,195.402,77.904157,18.2665
4.091692,195.478,78.005153,17.9643
4.057685,195.553,78.106166,17.6645
4.023661,195.628,78.207195,17.3672
3.989619,195.702,78.30824,17.0723
3.955561,195.776,78.4093,16.7798
3.921486,195.849,78.510376,16.4898
3.887394,195.921,78.611468,16.2023
3.853286,195.993,78.712575,15.9172
3.819161,196.064,78.813697,15.6345
3.785021,196.135,78.914835,15.3543
3.750864,196.205,79.015987,15.0766
3.716691,196.274,79.117155,14.8013
3.682503,196.343,79.218337,14.5285
3.648299,196.411,79.319534,14.2581
3.61408,196.478,79.420745,13.9902
3.579845,196.545,79.521971,13.7248
3.545596,196.611,79.623211,13.4619
3.511331,196.677,79.724465,13.2014
3.477052,196.742,79.825733,12.9435
3.442757,196.806,79.927015,12.688
3.408449,196.87,80.02831,12.435
3.374126,196.933,80.12962,12.1844
3.339789,196.995,80.230942,11.9364
3.305438,197.057,80.332278,11.6909
3.271073,197.118,80.433628,11.4478
3.236694,197.179,80.53499,11.2073
3.202302,197.239,80.636365,10.9692
3.167896,197.298,80.737753,10.7337
3.133477,197.357,80.839154,10.5006
3.099045,197.415,80.940567,10.2701
3.0646,197.472,81.041993,10.0421
3.030142,197.529,81.143431,9.81654
2.995672,197.585,81.244881,9.59354
2.961189,197.641,81.346343,9.37305
2.926693,197.695,81.447818,9.15508
2.892186,197.75,81.549303,8.93963
2.857666,197.803,81.650801,8.7267
2.823134,197.856,81.75231,8.51629
2.788591,197.909,81.85383,8.30841
2.754036,197.96,81.955361,8.10306
2.719469,198.011,82.056904,7.90024
2.684892,198.062,82.158457,7.69995
2.650303,198.112,82.260022,7.50219
2.615703,198.161,82.361596,7.30698
2.581092,198.209,82.463182,7.11429
2.54647,198.257,82.564778,6.92415
2.511838,198.304,82.666384,6.73655
2.477195,198.351,82.768,6.5515
2.442542,198.397,82.869626,6.36899
2.407879,198.442,82.971263,6.18902
2.373206,198.487,83.072908,6.01161
2.338523,198.531,83.174564,5.83675
2.303831,198.574,83.276229,5.66444
2.269129,198.617,83.377903,5.49468
2.234417,198.659,83.479586,5.32748
2.199696,198.7,83.581278,5.16283
2.164967,198.741,83.68298,5.00075
2.130228,198.781,83.78469,4.84123
2.09548,198.821,83.886408,4.68427
2.060724,198.86,83.988135,4.52987
2.025959,198.898,84.089871,4.37804
1.991186,198.936,84.191614,4.22877
1.956405,198.972,84.293366,4.08207
1.921615,199.009,84.395126,3.93795
1.886818,199.044,84.496893,3.79639
1.852012,199.079,84.598668,3.65741
1.8172,199.114,84.700451,3.521
1.782379,199.147,84.802241,3.38716
1.747552,199.18,84.904038,3.25591
1.712717,199.213,85.005842,3.12723
1.677875,199.245,85.107653,3.00113
1.643026,199.276,85.209471,2.87761
1.60817,199.306,85.311296,2.75667
1.573308,199.336,85.413127,2.63832
1.53844,199.365,85.514965,2.52255
1.503565,199.394,85.616809,2.40936
1.468683,199.421,85.718659,2.29876
1.433796,199.449,85.820514,2.19075
1.398903,199.475,85.922376,2.08532
1.364004,199.501,86.024244,1.98249
1.3291,199.526,86.126117,1.88225
1.29419,199.551,86.227995,1.78459
1.259274,199.575,86.329879,1.68954
1.224354,199.598,86.431767,1.59707
1.189429,199.621,86.533661,1.5072
1.154498,199.643,86.63556,1.41992
1.119563,199.664,86.737463,1.33524
1.084624,199.685,86.839371,1.25316
1.049679,199.705,86.941283,1.17367
1.014731,199.724,87.0432,1.09678
0.979778,199.743,87.14512,1.0225
0.944822,199.761,87.247045,0.950807
0.909861,199.778,87.348974,0.88172
0.874897,199.795,87.450906,0.815233
0.839929,199.811,87.552842,0.751349
0.804958,199.826,87.654781,0.690068
0.769984,199.841,87.756723,0.63139
0.735006,199.855,87.858669,0.575316
0.700025,199.869,87.960618,0.521846
0.665042,199.881,88.062569,0.470981
0.630055,199.894,88.164523,0.422722
0.595066,199.905,88.26648,0.377068
0.560075,199.916,88.368439,0.334021
0.525082,199.926,88.470401,0.293581
0.490086,199.936,88.572364,0.255747
0.455088,199.944,88.67433,0.220522
0.420088,199.953,88.776297,0.187904
0.385087,199.96,88.878267,0.157895
0.350084,199.967,88.980237,0.130494
0.31508,199.973,89.08221,0.105702
0.280074,199.979,89.184183,0.0835184
0.245067,199.984,89.286158,0.0639446
0.21006,199.988,89.388133,0.0469802
0.175051,199.992,89.49011,0.0326254
0.140042,199.995,89.592087,0.0208804
0.105032,199.997,89.694065,0.0117453
0.070021,199.999,89.796043,0.00522016
0.035011,200,89.898021,0.00130504
0,200,90,1.48E-13
