54,3.56884,175.559,51.257,0.117638,1.94603,3.43228,
56,2.52045,172.566,54.0522,0.123189,3.49169,6.46993,
58,3.49274,174.181,49.3674,0.123726,1.93528,3.43214,
60,5.28262,176.214,42.8399,0.125504,0.671068,1.53584,
62,8.70784,175.872,38.6202,0.131269,0.540747,0.797282,
64,13.3642,174.996,37.0492,0.134046,0.339128,0.491696,
66,18.1928,175.691,37.6877,0.131575,0.252139,0.362109,
68,17.6082,175.434,37.0675,0.132975,0.257218,0.366907,
70,15.0427,174.346,35.7859,0.137637,0.294899,0.423015,
72,6.95006,172.544,35.8247,0.139026,0.651946,0.946594,
