54,8.39718,177.852,6.01666,0.262956,0.237494,0.336538,
56,7.34748,178.518,5.2965,0.270284,0.239224,0.300019,
58,13.0017,177.368,4.96509,0.278132,0.124265,0.153494,
60,18.7015,178.335,5.03062,0.278795,0.0883396,0.111828,
62,31.8036,177.767,4.80465,0.278747,0.0495981,0.0586746,
64,43.6657,177.881,5.28422,0.271731,0.0393215,0.0500769,
66,58.4524,177.447,5.28015,0.276006,0.0292669,0.0386666,
68,61.5111,177.433,5.64423,0.266527,0.0297843,0.0396562,
70,58.4916,177.437,5.16004,0.271075,0.0286033,0.0350048,
72,26.3862,177.176,5.72536,0.267965,0.0704061,0.0970044,
