15,55,70
55.5,24,4.89898
56.5,22,4.69042
57.5,23,4.79583
58.5,34,5.83095
59.5,47,6.85565
60.5,66,8.12404
61.5,80,8.94427
62.5,106,10.2956
63.5,140,11.8322
64.5,233,15.2643
65.5,305,17.4642
66.5,500,22.3607
67.5,658,25.6515
68.5,986,31.4006
69.5,1289,35.9026
42,3582
15,55,70
55.5,3,1.73205
56.5,3,1.73205
57.5,2,1.41421
58.5,1,1
59.5,4,2
60.5,3,1.73205
61.5,4,2
62.5,3,1.73205
63.5,9,3
64.5,9,3
65.5,8,2.82843
66.5,20,4.47214
67.5,28,5.2915
68.5,41,6.40312
69.5,23,4.79583
19,79
15,55,70
55.5,32,5.65685
56.5,22,4.69042
57.5,30,5.47723
58.5,39,6.245
59.5,52,7.2111
60.5,74,8.60233
61.5,87,9.32738
62.5,115,10.7238
63.5,169,13
64.5,299,17.2916
65.5,372,19.2873
66.5,575,23.9792
67.5,728,26.9815
68.5,1049,32.3883
69.5,1337,36.565
186,3743
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,1,1
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,1,1
-1.7,1,1
-1.5,0,0
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,1,1
0.1,4,2
0.3,1,1
0.5,1,1
0.7,2,1.41421
0.9,3,1.73205
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,0,0
2.3,0,0
2.5,0,0
2.7,0,0
2.9,0,0
3.1,0,0
3.3,0,0
3.5,0,0
3.7,0,0
3.9,0,0
4.1,0,0
4.3,0,0
4.5,0,0
4.7,0,0
4.9,0,0
5.1,0,0
5.3,0,0
5.5,0,0
5.7,0,0
5.9,0,0
6.1,0,0
6.3,0,0
6.5,0,0
6.7,0,0
6.9,0,0
7.1,0,0
7.3,0,0
7.5,0,0
7.7,0,0
7.9,0,0
0,0
80,-8,8
-7.9,0,0
-7.7,0,0
-7.5,0,0
-7.3,0,0
-7.1,0,0
-6.9,0,0
-6.7,0,0
-6.5,0,0
-6.3,0,0
-6.1,0,0
-5.9,0,0
-5.7,0,0
-5.5,0,0
-5.3,0,0
-5.1,0,0
-4.9,0,0
-4.7,0,0
-4.5,0,0
-4.3,0,0
-4.1,0,0
-3.9,0,0
-3.7,0,0
-3.5,0,0
-3.3,0,0
-3.1,0,0
-2.9,0,0
-2.7,0,0
-2.5,0,0
-2.3,0,0
-2.1,0,0
-1.9,0,0
-1.7,0,0
-1.5,1,1
-1.3,0,0
-1.1,0,0
-0.9,0,0
-0.7,0,0
-0.5,0,0
-0.3,0,0
-0.1,0,0
0.1,0,0
0.3,0,0
0.5,0,0
0.7,0,0
0.9,0,0
1.1,0,0
1.3,0,0
1.5,0,0
1.7,0,0
1.9,0,0
2.1,1,1
2.3,0,0
2.5,2,1.41421
2.7,0,0
2.9,0,0
3.1,0,0
