A_4He,E_4He,A_p,E_p
0,0,60.5809,30.3603
0,0,60.6823,30.5707
0,0,60.7837,31.2715
0,0,60.8851,31.5028
0,0,60.9865,32.2135
0,0,61.088,32.4609
0,0,61.1894,33.1763
0,0,61.2909,33.4431
0,0,61.3923,34.1686
0,0,61.4938,34.4542
0,0,61.5953,35.1854
0,0,61.6968,35.4867
0,0,61.7983,36.2248
0,0,61.8998,36.542
0,0,62.0013,37.2848
0,0,62.103,37.5446
0,0,62.2047,38.2247
0,0,62.3063,38.502
0,0,62.408,39.1924
0,0,62.5097,39.4939
0,0,62.6113,40.2518
0,0,62.713,40.6211
0,0,62.8147,40.9986
0,0,62.9163,41.7686
0,0,63.018,42.1589
0,0,63.1197,42.9317
0,0,63.2215,43.3321
0,0,63.3232,44.1078
0,0,63.4249,44.5185
0,0,63.5267,45.2795
0,0,63.6286,45.6377
0,0,63.7305,46.3585
0,0,63.8325,46.7296
0,0,63.9344,47.458
0,0,64.0363,47.8615
0,0,64.1382,48.647
0,0,64.2401,49.0935
0,0,64.342,49.8814
0,0,64.4439,50.3368
0,0,64.5458,51.1266
0,0,64.6478,51.5887
0,0,64.7498,52.38
0,0,64.8518,52.8499
0,0,64.9538,53.6427
0,0,65.0559,54.089
0,0,65.1582,54.8281
0,0,65.2604,55.258
0,0,65.3627,56.0014
0,0,65.4649,56.4411
0,0,65.5672,68.2471
0,0,65.6694,67.6175
0,0,65.7716,66.9901
0,0,65.8738,66.3649
0,0,65.976,65.7419
0,0,66.0783,65.1183
0,0,66.1806,64.4961
0,0,66.283,63.8761
0,0,66.3853,63.2584
0,0,66.4876,62.6429
0,0,66.5903,61.9795
0,0,66.693,61.3114
0,0,66.7957,60.6457
0,0,66.8984,59.9823
0,0,67.0011,59.3216
0,0,67.1038,58.7072
0,0,67.2064,58.095
0,0,67.3091,57.4852
0,0,67.4117,56.8776
0,0,67.5144,56.2645
0,0,67.6175,55.6048
0,0,67.7206,54.9476
0,0,67.8237,54.2927
0,0,67.9268,53.6401
0,0,68.0299,53.0039
0,0,68.1329,52.4045
0,0,68.2359,51.8075
0,0,68.339,51.2127
0,0,68.442,50.6204
0,0,68.5451,50.0276
0,0,68.6484,49.4337
0,0,68.7517,48.842
0,0,68.8549,48.2527
0,0,68.9582,47.6659
0,0,69.0618,47.0378
0,0,69.1657,46.3824
0,0,69.2696,45.7294
0,0,69.3735,45.079
0,0,69.4775,44.4308
0,0,69.5813,43.8252
0,0,69.6852,43.233
0,0,69.7891,42.6434
0,0,69.893,42.0562
0,0,69.9969,41.4714
0,0,70.1016,40.8093
0,0,70.2064,40.1474
0,0,70.3112,39.4879
0,0,70.416,38.831
0,0,70.5209,38.1729
0,0,70.6262,37.5027
0,0,70.7316,36.8351
0,0,70.837,36.17
0,0,70.9424,35.5074
0,0,71.0477,34.8764
0,0,71.153,34.283
0,0,71.2584,33.6921
0,0,71.3637,33.1038
0,0,71.469,32.518
0,0,71.5756,31.8538
0,0,71.6826,31.1585
0,0,71.7896,30.4659
0,0,71.8966,29.7759
0,0,72.0036,29.0909
0,0,72.1108,28.4702
0,0,72.2179,27.8522
0,0,72.325,27.2368
0,0,72.4321,26.6241
0,0,72.5403,25.9558
0,0,72.6504,25.1894
0,0,72.7605,24.4258
0,0,72.8706,23.665
0,0,72.9807,22.907
0,0,73.0934,22.0824
