# He_aang,Fit_coeff,Fit_const,Fit_coeff_err,Fit_const_err
-9,-18.4024,170.742,10.9726,12.1516,
-7,-48.8698,216.88,5.09642,6.58787,
-5,-43.8924,196.569,4.056,6.02181,
-3,-38.2486,176.473,6.21775,15.2328,
-1,-35.7075,167.832,7.94634,38.8002,
1,-25.4167,139.308,7.08487,39.3604,
3,-24.908,102.597,4.39734,10.7047,
5,-16.6792,78.7218,3.63805,5.47254,
7,-9.84806,57.0425,2.73092,3.01167,
9,-1.96835,29.1607,3.55097,3.22381,
