A_p,CM angle
13.9738,147.96
14.0136,147.87
14.0533,147.78
14.0931,147.69
14.1329,147.6
14.1726,147.51
14.2124,147.42
14.2522,147.33
14.292,147.24
14.3318,147.15
14.3716,147.06
14.4114,146.97
14.4512,146.88
14.491,146.79
14.5308,146.7
14.5706,146.61
14.6104,146.52
14.6502,146.43
14.6901,146.34
14.7299,146.25
14.7697,146.16
14.8096,146.07
14.8494,145.98
14.8893,145.89
14.9291,145.8
14.969,145.71
15.0089,145.62
15.0487,145.53
15.0886,145.44
15.1285,145.35
15.1684,145.26
15.2083,145.17
15.2482,145.08
15.288,144.99
15.3279,144.9
15.3679,144.81
15.4078,144.72
15.4477,144.63
15.4876,144.54
15.5275,144.45
15.5675,144.36
15.6074,144.27
15.6473,144.18
15.6873,144.09
15.7272,144
15.7672,143.91
15.8071,143.82
15.8471,143.73
15.887,143.64
15.927,143.55
15.967,143.46
16.007,143.37
16.047,143.28
16.087,143.19
16.1269,143.1
16.1669,143.01
16.207,142.92
16.247,142.83
16.287,142.74
16.327,142.65
16.367,142.56
16.4071,142.47
16.4471,142.38
16.4871,142.29
16.5272,142.2
16.5672,142.11
16.6073,142.02
16.6473,141.93
16.6874,141.84
16.7275,141.75
16.7675,141.66
16.8076,141.57
16.8477,141.48
16.8878,141.39
16.9279,141.3
16.968,141.21
17.0081,141.12
17.0482,141.03
17.0883,140.94
17.1284,140.85
17.1685,140.76
17.2087,140.67
17.2488,140.58
17.2889,140.49
17.3291,140.4
17.3692,140.31
17.4094,140.22
17.4496,140.13
17.4897,140.04
17.5299,139.95
17.5701,139.86
17.6102,139.77
17.6504,139.68
17.6906,139.59
17.7308,139.5
17.771,139.41
17.8112,139.32
17.8514,139.23
17.8917,139.14
17.9319,139.05
17.9721,138.96
18.0123,138.87
18.0526,138.78
18.0928,138.69
18.1331,138.6
18.1733,138.51
18.2136,138.42
18.2539,138.33
18.2941,138.24
18.3344,138.15
18.3747,138.06
18.415,137.97
18.4553,137.88
18.4956,137.79
18.5359,137.7
18.5762,137.61
18.6165,137.52
18.6568,137.43
18.6971,137.34
18.7375,137.25
18.7778,137.16
18.8181,137.07
18.8585,136.98
18.8988,136.89
18.9392,136.8
18.9796,136.71
19.0199,136.62
19.0603,136.53
19.1007,136.44
19.1411,136.35
19.1815,136.26
19.2219,136.17
19.2623,136.08
19.3027,135.99
19.3431,135.9
19.3835,135.81
19.4239,135.72
19.4644,135.63
19.5048,135.54
19.5453,135.45
19.5857,135.36
19.6262,135.27
19.6666,135.18
19.7071,135.09
19.7476,135
19.788,134.91
19.8285,134.82
19.869,134.73
19.9095,134.64
19.95,134.55
19.9905,134.46
20.031,134.37
20.0716,134.28
20.1121,134.19
20.1526,134.1
20.1932,134.01
20.2337,133.92
20.2742,133.83
20.3148,133.74
20.3554,133.65
20.3959,133.56
20.4365,133.47
20.4771,133.38
20.5177,133.29
20.5582,133.2
20.5988,133.11
20.6394,133.02
20.6801,132.93
20.7207,132.84
20.7613,132.75
20.8019,132.66
20.8426,132.57
20.8832,132.48
20.9238,132.39
20.9645,132.3
21.0052,132.21
21.0458,132.12
21.0865,132.03
21.1272,131.94
21.1678,131.85
21.2085,131.76
21.2492,131.67
21.2899,131.58
21.3306,131.49
21.3713,131.4
21.4121,131.31
21.4528,131.22
21.4935,131.13
21.5343,131.04
21.575,130.95
21.6158,130.86
21.6565,130.77
21.6973,130.68
21.738,130.59
21.7788,130.5
21.8196,130.41
21.8604,130.32
21.9012,130.23
21.942,130.14
21.9828,130.05
22.0236,129.96
22.0644,129.87
22.1053,129.78
22.1461,129.69
22.1869,129.6
22.2278,129.51
22.2686,129.42
22.3095,129.33
22.3504,129.24
22.3912,129.15
22.4321,129.06
22.473,128.97
22.5139,128.88
22.5548,128.79
22.5957,128.7
22.6366,128.61
22.6775,128.52
22.7184,128.43
22.7594,128.34
22.8003,128.25
22.8413,128.16
22.8822,128.07
22.9232,127.98
22.9641,127.89
23.0051,127.8
23.0461,127.71
23.0871,127.62
23.1281,127.53
23.169,127.44
23.2101,127.35
23.2511,127.26
23.2921,127.17
23.3331,127.08
23.3741,126.99
23.4152,126.9
23.4562,126.81
23.4973,126.72
23.5383,126.63
23.5794,126.54
23.6205,126.45
23.6615,126.36
23.7026,126.27
23.7437,126.18
23.7848,126.09
23.8259,126
23.867,125.91
23.9082,125.82
23.9493,125.73
23.9904,125.64
24.0316,125.55
24.0727,125.46
24.1139,125.37
24.155,125.28
24.1962,125.19
24.2374,125.1
24.2785,125.01
24.3197,124.92
24.3609,124.83
24.4021,124.74
24.4433,124.65
24.4846,124.56
24.5258,124.47
24.567,124.38
24.6082,124.29
24.6495,124.2
24.6907,124.11
24.732,124.02
24.7733,123.93
24.8145,123.84
24.8558,123.75
24.8971,123.66
24.9384,123.57
24.9797,123.48
25.021,123.39
25.0623,123.3
25.1036,123.21
25.145,123.12
25.1863,123.03
25.2277,122.94
25.269,122.85
25.3104,122.76
25.3517,122.67
25.3931,122.58
25.4345,122.49
25.4759,122.4
25.5173,122.31
25.5587,122.22
25.6001,122.13
25.6415,122.04
25.6829,121.95
25.7244,121.86
25.7658,121.77
25.8072,121.68
25.8487,121.59
25.8901,121.5
25.9316,121.41
25.9731,121.32
26.0146,121.23
26.0561,121.14
26.0976,121.05
26.1391,120.96
26.1806,120.87
26.2221,120.78
26.2636,120.69
26.3052,120.6
26.3467,120.51
26.3883,120.42
26.4298,120.33
26.4714,120.24
26.5129,120.15
26.5545,120.06
26.5961,119.97
26.6377,119.88
26.6793,119.79
26.7209,119.7
26.7625,119.61
26.8042,119.52
26.8458,119.43
26.8874,119.34
26.9291,119.25
26.9707,119.16
27.0124,119.07
27.0541,118.98
27.0957,118.89
27.1374,118.8
27.1791,118.71
27.2208,118.62
27.2625,118.53
27.3042,118.44
27.346,118.35
27.3877,118.26
27.4294,118.17
27.4712,118.08
27.5129,117.99
27.5547,117.9
27.5965,117.81
27.6382,117.72
27.68,117.63
27.7218,117.54
27.7636,117.45
27.8054,117.36
27.8472,117.27
27.8891,117.18
27.9309,117.09
27.9727,117
28.0146,116.91
28.0564,116.82
28.0983,116.73
28.1402,116.64
28.1821,116.55
28.2239,116.46
28.2658,116.37
28.3077,116.28
28.3497,116.19
28.3916,116.1
28.4335,116.01
28.4754,115.92
28.5174,115.83
28.5593,115.74
28.6013,115.65
28.6432,115.56
28.6852,115.47
28.7272,115.38
28.7692,115.29
28.8112,115.2
28.8532,115.11
28.8952,115.02
28.9372,114.93
28.9793,114.84
29.0213,114.75
29.0633,114.66
29.1054,114.57
29.1475,114.48
29.1895,114.39
29.2316,114.3
29.2737,114.21
29.3158,114.12
29.3579,114.03
29.4,113.94
29.4421,113.85
29.4842,113.76
29.5264,113.67
29.5685,113.58
29.6107,113.49
29.6528,113.4
29.695,113.31
29.7372,113.22
29.7794,113.13
29.8215,113.04
29.8637,112.95
29.906,112.86
29.9482,112.77
29.9904,112.68
30.0326,112.59
30.0749,112.5
30.1171,112.41
30.1594,112.32
30.2016,112.23
30.2439,112.14
30.2862,112.05
30.3285,111.96
30.3708,111.87
30.4131,111.78
30.4554,111.69
30.4977,111.6
30.5401,111.51
30.5824,111.42
30.6248,111.33
30.6671,111.24
30.7095,111.15
30.7519,111.06
30.7943,110.97
30.8366,110.88
30.879,110.79
30.9214,110.7
30.9639,110.61
31.0063,110.52
31.0487,110.43
31.0912,110.34
31.1336,110.25
31.1761,110.16
31.2185,110.07
31.261,109.98
31.3035,109.89
31.346,109.8
31.3885,109.71
31.431,109.62
31.4735,109.53
31.5161,109.44
31.5586,109.35
31.6011,109.26
31.6437,109.17
31.6862,109.08
31.7288,108.99
31.7714,108.9
31.814,108.81
31.8566,108.72
31.8992,108.63
31.9418,108.54
31.9844,108.45
32.027,108.36
32.0697,108.27
32.1123,108.18
32.155,108.09
32.1977,108
32.2403,107.91
32.283,107.82
32.3257,107.73
32.3684,107.64
32.4111,107.55
32.4538,107.46
32.4966,107.37
32.5393,107.28
32.582,107.19
32.6248,107.1
32.6675,107.01
32.7103,106.92
32.7531,106.83
32.7959,106.74
32.8387,106.65
32.8815,106.56
32.9243,106.47
32.9671,106.38
33.01,106.29
33.0528,106.2
33.0956,106.11
33.1385,106.02
33.1814,105.93
33.2242,105.84
33.2671,105.75
33.31,105.66
33.3529,105.57
33.3958,105.48
33.4387,105.39
33.4817,105.3
33.5246,105.21
33.5676,105.12
33.6105,105.03
33.6535,104.94
33.6965,104.85
33.7394,104.76
33.7824,104.67
33.8254,104.58
33.8684,104.49
33.9115,104.4
33.9545,104.31
33.9975,104.22
34.0406,104.13
34.0836,104.04
34.1267,103.95
34.1697,103.86
34.2128,103.77
34.2559,103.68
34.299,103.59
34.3421,103.5
34.3852,103.41
34.4284,103.32
34.4715,103.23
34.5147,103.14
34.5578,103.05
34.601,102.96
34.6441,102.87
34.6873,102.78
34.7305,102.69
34.7737,102.6
34.8169,102.51
34.8601,102.42
34.9034,102.33
34.9466,102.24
34.9898,102.15
35.0331,102.06
35.0764,101.97
35.1196,101.88
35.1629,101.79
35.2062,101.7
35.2495,101.61
35.2928,101.52
35.3361,101.43
35.3795,101.34
35.4228,101.25
35.4661,101.16
35.5095,101.07
35.5529,100.98
35.5962,100.89
35.6396,100.8
35.683,100.71
35.7264,100.62
35.7698,100.53
35.8132,100.44
35.8567,100.35
35.9001,100.26
35.9436,100.17
35.987,100.08
36.0305,99.99
36.074,99.9
36.1175,99.81
36.1609,99.72
36.2045,99.63
36.248,99.54
36.2915,99.45
36.335,99.36
36.3786,99.27
36.4221,99.18
36.4657,99.09
36.5092,99
36.5528,98.91
36.5964,98.82
36.64,98.73
36.6836,98.64
36.7272,98.55
36.7709,98.46
36.8145,98.37
36.8581,98.28
36.9018,98.19
36.9455,98.1
36.9891,98.01
37.0328,97.92
37.0765,97.83
37.1202,97.74
37.1639,97.65
37.2076,97.56
37.2514,97.47
37.2951,97.38
37.3389,97.29
37.3826,97.2
37.4264,97.11
37.4702,97.02
37.514,96.93
37.5577,96.84
37.6016,96.75
37.6454,96.66
37.6892,96.57
37.733,96.48
37.7769,96.39
37.8207,96.3
37.8646,96.21
37.9085,96.12
37.9524,96.03
37.9962,95.94
38.0401,95.85
38.0841,95.76
38.128,95.67
38.1719,95.58
38.2159,95.49
38.2598,95.4
38.3038,95.31
38.3477,95.22
38.3917,95.13
38.4357,95.04
38.4797,94.95
38.5237,94.86
38.5677,94.77
38.6118,94.68
38.6558,94.59
38.6998,94.5
38.7439,94.41
38.788,94.32
38.832,94.23
38.8761,94.14
38.9202,94.05
38.9643,93.96
39.0084,93.87
39.0526,93.78
39.0967,93.69
39.1408,93.6
39.185,93.51
39.2292,93.42
39.2733,93.33
39.3175,93.24
39.3617,93.15
39.4059,93.06
39.4501,92.97
39.4943,92.88
39.5386,92.79
39.5828,92.7
39.6271,92.61
39.6713,92.52
39.7156,92.43
39.7599,92.34
39.8042,92.25
39.8485,92.16
39.8928,92.07
39.9371,91.98
39.9814,91.89
40.0258,91.8
40.0701,91.71
40.1145,91.62
40.1589,91.53
40.2032,91.44
40.2476,91.35
40.292,91.26
40.3364,91.17
40.3809,91.08
40.4253,90.99
40.4697,90.9
40.5142,90.81
40.5586,90.72
40.6031,90.63
40.6476,90.54
40.6921,90.45
40.7366,90.36
40.7811,90.27
40.8256,90.18
40.8701,90.09
40.9147,90
40.9592,89.91
41.0038,89.82
41.0483,89.73
41.0929,89.64
41.1375,89.55
41.1821,89.46
41.2267,89.37
41.2713,89.28
41.316,89.19
41.3606,89.1
41.4052,89.01
41.4499,88.92
41.4946,88.83
41.5392,88.74
41.5839,88.65
41.6286,88.56
41.6733,88.47
41.7181,88.38
41.7628,88.29
41.8075,88.2
41.8523,88.11
41.897,88.02
41.9418,87.93
41.9866,87.84
42.0314,87.75
42.0762,87.66
42.121,87.57
42.1658,87.48
42.2106,87.39
42.2555,87.3
42.3003,87.21
42.3452,87.12
42.39,87.03
42.4349,86.94
42.4798,86.85
42.5247,86.76
42.5696,86.67
42.6145,86.58
42.6595,86.49
42.7044,86.4
42.7493,86.31
42.7943,86.22
42.8393,86.13
42.8843,86.04
42.9292,85.95
42.9742,85.86
43.0193,85.77
43.0643,85.68
43.1093,85.59
43.1543,85.5
43.1994,85.41
43.2445,85.32
43.2895,85.23
43.3346,85.14
43.3797,85.05
43.4248,84.96
43.4699,84.87
43.515,84.78
43.5602,84.69
43.6053,84.6
43.6505,84.51
43.6956,84.42
43.7408,84.33
43.786,84.24
43.8312,84.15
43.8764,84.06
43.9216,83.97
43.9668,83.88
44.012,83.79
44.0573,83.7
44.1025,83.61
44.1478,83.52
44.1931,83.43
44.2384,83.34
44.2837,83.25
44.329,83.16
44.3743,83.07
44.4196,82.98
44.4649,82.89
44.5103,82.8
44.5556,82.71
44.601,82.62
44.6464,82.53
44.6918,82.44
44.7372,82.35
44.7826,82.26
44.828,82.17
44.8734,82.08
44.9189,81.99
44.9643,81.9
45.0098,81.81
45.0552,81.72
45.1007,81.63
45.1462,81.54
45.1917,81.45
45.2372,81.36
45.2827,81.27
45.3283,81.18
45.3738,81.09
45.4194,81
45.4649,80.91
45.5105,80.82
45.5561,80.73
45.6017,80.64
45.6473,80.55
45.6929,80.46
45.7385,80.37
45.7841,80.28
45.8298,80.19
45.8754,80.1
45.9211,80.01
45.9668,79.92
46.0125,79.83
46.0581,79.74
46.1039,79.65
46.1496,79.56
46.1953,79.47
46.241,79.38
46.2868,79.29
46.3325,79.2
46.3783,79.11
46.4241,79.02
46.4699,78.93
46.5157,78.84
46.5615,78.75
46.6073,78.66
46.6531,78.57
46.699,78.48
46.7448,78.39
46.7907,78.3
46.8365,78.21
46.8824,78.12
46.9283,78.03
46.9742,77.94
47.0201,77.85
47.066,77.76
47.112,77.67
47.1579,77.58
47.2039,77.49
47.2498,77.4
47.2958,77.31
47.3418,77.22
47.3878,77.13
47.4338,77.04
47.4798,76.95
47.5258,76.86
47.5719,76.77
47.6179,76.68
47.664,76.59
47.71,76.5
47.7561,76.41
47.8022,76.32
47.8483,76.23
47.8944,76.14
47.9405,76.05
47.9867,75.96
48.0328,75.87
48.0789,75.78
48.1251,75.69
48.1713,75.6
48.2175,75.51
48.2636,75.42
48.3098,75.33
48.3561,75.24
48.4023,75.15
48.4485,75.06
48.4948,74.97
48.541,74.88
48.5873,74.79
48.6335,74.7
48.6798,74.61
48.7261,74.52
48.7724,74.43
48.8187,74.34
48.8651,74.25
48.9114,74.16
48.9577,74.07
49.0041,73.98
49.0505,73.89
49.0968,73.8
49.1432,73.71
49.1896,73.62
49.236,73.53
49.2825,73.44
49.3289,73.35
49.3753,73.26
49.4218,73.17
49.4682,73.08
49.5147,72.99
49.5612,72.9
49.6077,72.81
49.6542,72.72
49.7007,72.63
49.7472,72.54
49.7937,72.45
49.8403,72.36
49.8868,72.27
49.9334,72.18
49.98,72.09
50.0266,72
50.0732,71.91
50.1198,71.82
50.1664,71.73
50.213,71.64
50.2596,71.55
50.3063,71.46
50.3529,71.37
50.3996,71.28
50.4463,71.19
50.493,71.1
50.5397,71.01
50.5864,70.92
50.6331,70.83
50.6798,70.74
50.7266,70.65
50.7733,70.56
50.8201,70.47
50.8668,70.38
50.9136,70.29
50.9604,70.2
51.0072,70.11
51.054,70.02
51.1009,69.93
51.1477,69.84
51.1945,69.75
51.2414,69.66
51.2882,69.57
51.3351,69.48
51.382,69.39
51.4289,69.3
51.4758,69.21
51.5227,69.12
51.5696,69.03
51.6166,68.94
51.6635,68.85
51.7105,68.76
51.7574,68.67
51.8044,68.58
51.8514,68.49
51.8984,68.4
51.9454,68.31
51.9924,68.22
52.0395,68.13
52.0865,68.04
52.1335,67.95
52.1806,67.86
52.2277,67.77
52.2747,67.68
52.3218,67.59
52.3689,67.5
52.4161,67.41
52.4632,67.32
52.5103,67.23
52.5574,67.14
52.6046,67.05
52.6518,66.96
52.6989,66.87
52.7461,66.78
52.7933,66.69
52.8405,66.6
52.8877,66.51
52.9349,66.42
52.9822,66.33
53.0294,66.24
53.0767,66.15
53.1239,66.06
53.1712,65.97
53.2185,65.88
53.2658,65.79
53.3131,65.7
53.3604,65.61
53.4077,65.52
53.4551,65.43
53.5024,65.34
53.5498,65.25
53.5971,65.16
53.6445,65.07
53.6919,64.98
53.7393,64.89
53.7867,64.8
53.8341,64.71
53.8815,64.62
53.929,64.53
53.9764,64.44
54.0239,64.35
54.0714,64.26
54.1188,64.17
54.1663,64.08
54.2138,63.99
54.2613,63.9
54.3089,63.81
54.3564,63.72
54.4039,63.63
54.4515,63.54
54.499,63.45
54.5466,63.36
54.5942,63.27
54.6418,63.18
54.6894,63.09
54.737,63
54.7846,62.91
54.8322,62.82
54.8799,62.73
54.9275,62.64
54.9752,62.55
55.0229,62.46
55.0705,62.37
55.1182,62.28
55.1659,62.19
55.2136,62.1
55.2614,62.01
55.3091,61.92
55.3568,61.83
55.4046,61.74
55.4524,61.65
55.5001,61.56
55.5479,61.47
55.5957,61.38
55.6435,61.29
55.6913,61.2
55.7391,61.11
55.787,61.02
55.8348,60.93
55.8827,60.84
55.9305,60.75
55.9784,60.66
56.0263,60.57
56.0742,60.48
56.1221,60.39
56.17,60.3
56.2179,60.21
56.2658,60.12
56.3138,60.03
56.3617,59.94
56.4097,59.85
56.4577,59.76
56.5057,59.67
56.5536,59.58
56.6017,59.49
56.6497,59.4
56.6977,59.31
56.7457,59.22
56.7938,59.13
56.8418,59.04
56.8899,58.95
56.9379,58.86
56.986,58.77
57.0341,58.68
57.0822,58.59
57.1303,58.5
57.1785,58.41
57.2266,58.32
57.2747,58.23
57.3229,58.14
57.371,58.05
57.4192,57.96
57.4674,57.87
57.5156,57.78
57.5638,57.69
57.612,57.6
57.6602,57.51
57.7084,57.42
57.7567,57.33
57.8049,57.24
57.8532,57.15
57.9014,57.06
57.9497,56.97
57.998,56.88
58.0463,56.79
58.0946,56.7
58.1429,56.61
58.1913,56.52
58.2396,56.43
58.288,56.34
58.3363,56.25
58.3847,56.16
58.4331,56.07
58.4814,55.98
58.5298,55.89
58.5782,55.8
58.6267,55.71
58.6751,55.62
58.7235,55.53
58.772,55.44
58.8204,55.35
58.8689,55.26
58.9174,55.17
58.9658,55.08
59.0143,54.99
59.0628,54.9
59.1113,54.81
59.1599,54.72
59.2084,54.63
59.2569,54.54
59.3055,54.45
59.354,54.36
59.4026,54.27
59.4512,54.18
59.4998,54.09
59.5484,54
59.597,53.91
59.6456,53.82
59.6942,53.73
59.7429,53.64
59.7915,53.55
59.8402,53.46
59.8888,53.37
59.9375,53.28
59.9862,53.19
60.0349,53.1
60.0836,53.01
60.1323,52.92
60.181,52.83
60.2298,52.74
60.2785,52.65
60.3273,52.56
60.376,52.47
60.4248,52.38
60.4736,52.29
60.5224,52.2
60.5712,52.11
60.62,52.02
60.6688,51.93
60.7176,51.84
60.7664,51.75
60.8153,51.66
60.8641,51.57
60.913,51.48
60.9619,51.39
61.0108,51.3
61.0597,51.21
61.1086,51.12
61.1575,51.03
61.2064,50.94
61.2553,50.85
61.3043,50.76
61.3532,50.67
61.4022,50.58
61.4511,50.49
61.5001,50.4
61.5491,50.31
61.5981,50.22
61.6471,50.13
61.6961,50.04
61.7451,49.95
61.7942,49.86
61.8432,49.77
61.8922,49.68
61.9413,49.59
61.9904,49.5
62.0395,49.41
62.0885,49.32
62.1376,49.23
62.1867,49.14
62.2359,49.05
62.285,48.96
62.3341,48.87
62.3832,48.78
62.4324,48.69
62.4816,48.6
62.5307,48.51
62.5799,48.42
62.6291,48.33
62.6783,48.24
62.7275,48.15
62.7767,48.06
62.8259,47.97
62.8752,47.88
62.9244,47.79
62.9736,47.7
63.0229,47.61
63.0722,47.52
63.1215,47.43
63.1707,47.34
63.22,47.25
63.2693,47.16
63.3186,47.07
63.368,46.98
63.4173,46.89
63.4666,46.8
63.516,46.71
63.5653,46.62
63.6147,46.53
63.6641,46.44
63.7135,46.35
63.7629,46.26
63.8123,46.17
63.8617,46.08
63.9111,45.99
63.9605,45.9
64.01,45.81
64.0594,45.72
64.1089,45.63
64.1583,45.54
64.2078,45.45
64.2573,45.36
64.3068,45.27
64.3563,45.18
64.4058,45.09
64.4553,45
64.5048,44.91
64.5543,44.82
64.6039,44.73
64.6534,44.64
64.703,44.55
64.7526,44.46
64.8021,44.37
64.8517,44.28
64.9013,44.19
64.9509,44.1
65.0005,44.01
65.0501,43.92
65.0998,43.83
65.1494,43.74
65.1991,43.65
65.2487,43.56
65.2984,43.47
65.348,43.38
65.3977,43.29
65.4474,43.2
65.4971,43.11
65.5468,43.02
65.5965,42.93
65.6462,42.84
65.696,42.75
65.7457,42.66
65.7954,42.57
65.8452,42.48
65.895,42.39
65.9447,42.3
65.9945,42.21
66.0443,42.12
66.0941,42.03
66.1439,41.94
66.1937,41.85
66.2435,41.76
66.2934,41.67
66.3432,41.58
66.3931,41.49
66.4429,41.4
66.4928,41.31
66.5426,41.22
66.5925,41.13
66.6424,41.04
66.6923,40.95
66.7422,40.86
66.7921,40.77
66.842,40.68
66.892,40.59
66.9419,40.5
66.9918,40.41
67.0418,40.32
67.0918,40.23
67.1417,40.14
67.1917,40.05
67.2417,39.96
67.2917,39.87
67.3417,39.78
67.3917,39.69
67.4417,39.6
67.4917,39.51
67.5418,39.42
67.5918,39.33
67.6419,39.24
67.6919,39.15
67.742,39.06
67.7921,38.97
67.8421,38.88
67.8922,38.79
67.9423,38.7
