A_4He,E_4He,A_p,E_p
0,0,65.2703,80.4956
0,0,65.3684,79.7741
0,0,65.4664,79.055
0,0,65.5644,78.3602
0,0,65.6625,77.6794
0,0,65.7605,77.0009
0,0,65.8585,76.3248
0,0,65.9566,75.6511
0,0,66.0546,74.9792
0,0,66.1525,74.3093
0,0,66.2504,73.6417
0,0,66.3484,72.9765
0,0,66.4463,72.3138
0,0,66.5442,71.6352
0,0,66.6419,70.937
0,0,66.7395,70.2412
0,0,66.8372,69.5478
0,0,66.9349,68.8568
0,0,67.0326,68.181
0,0,67.1303,67.5328
0,0,67.228,66.887
0,0,67.3257,66.2437
0,0,67.4234,65.6028
0,0,67.521,64.954
0,0,67.6184,64.2703
0,0,67.7159,63.589
0,0,67.8133,62.9102
0,0,67.9107,62.2337
0,0,68.0081,61.5628
0,0,68.1055,60.9287
0,0,68.2029,60.2969
0,0,68.3003,59.6677
0,0,68.3976,59.0409
0,0,68.495,58.4165
0,0,68.5923,57.7937
0,0,68.6895,57.1732
0,0,68.7867,56.5552
0,0,68.8839,55.9396
0,0,68.9811,55.3264
0,0,69.078,54.6746
0,0,69.1749,54.0154
0,0,69.2717,53.3586
0,0,69.3685,52.7042
0,0,69.4653,52.0522
0,0,69.5622,51.4315
0,0,69.659,50.8294
0,0,69.7558,50.2297
0,0,69.8526,49.6324
0,0,69.9495,49.0376
0,0,70.046,48.4161
0,0,70.1423,47.7652
0,0,70.2385,47.1166
0,0,70.3347,46.4705
0,0,70.431,45.8269
0,0,70.5271,45.182
0,0,70.623,44.5304
0,0,70.7188,43.8812
0,0,70.8147,43.2344
0,0,70.9106,42.59
0,0,71.0064,41.9514
0,0,71.1022,41.3614
0,0,71.1981,40.7739
0,0,71.2939,40.1889
0,0,71.3897,39.6063
0,0,71.4855,39.0262
0,0,71.5806,38.3893
0,0,71.6755,37.7442
0,0,71.7705,37.1015
0,0,71.8654,36.4612
0,0,71.9603,35.8233
0,0,72.0552,35.2208
0,0,72.1501,34.6442
0,0,72.245,34.0699
