A_p,CM angle
67.2166,40.68
67.2659,40.59
67.3152,40.5
67.3645,40.41
67.4138,40.32
67.4632,40.23
67.5125,40.14
67.5618,40.05
67.6112,39.96
67.6605,39.87
67.7099,39.78
67.7593,39.69
67.8086,39.6
67.858,39.51
67.9074,39.42
67.9568,39.33
68.0062,39.24
68.0556,39.15
68.105,39.06
68.1545,38.97
68.2039,38.88
68.2533,38.79
68.3028,38.7
68.3522,38.61
68.4017,38.52
68.4511,38.43
68.5006,38.34
68.5501,38.25
68.5996,38.16
68.6491,38.07
68.6985,37.98
68.7481,37.89
68.7976,37.8
68.8471,37.71
68.8966,37.62
68.9461,37.53
68.9957,37.44
69.0452,37.35
69.0948,37.26
69.1443,37.17
69.1939,37.08
69.2434,36.99
69.293,36.9
69.3426,36.81
69.3922,36.72
69.4418,36.63
69.4914,36.54
69.541,36.45
69.5906,36.36
69.6402,36.27
69.6898,36.18
69.7395,36.09
69.7891,36
69.8388,35.91
69.8884,35.82
69.9381,35.73
69.9877,35.64
70.0374,35.55
70.0871,35.46
70.1368,35.37
70.1864,35.28
70.2361,35.19
70.2858,35.1
70.3355,35.01
70.3853,34.92
70.435,34.83
70.4847,34.74
70.5344,34.65
70.5842,34.56
70.6339,34.47
70.6837,34.38
70.7334,34.29
70.7832,34.2
70.833,34.11
70.8827,34.02
70.9325,33.93
70.9823,33.84
71.0321,33.75
71.0819,33.66
71.1317,33.57
71.1815,33.48
71.2313,33.39
71.2811,33.3
71.331,33.21
71.3808,33.12
71.4306,33.03
71.4805,32.94
71.5303,32.85
71.5802,32.76
71.6301,32.67
71.6799,32.58
71.7298,32.49
71.7797,32.4
71.8296,32.31
71.8795,32.22
71.9294,32.13
71.9793,32.04
72.0292,31.95
72.0791,31.86
72.129,31.77
72.179,31.68
72.2289,31.59
72.2788,31.5
72.3288,31.41
72.3787,31.32
72.4287,31.23
72.4786,31.14
72.5286,31.05
72.5786,30.96
72.6286,30.87
72.6785,30.78
72.7285,30.69
72.7785,30.6
72.8285,30.51
72.8785,30.42
72.9286,30.33
72.9786,30.24
73.0286,30.15
73.0786,30.06
73.1287,29.97
73.1787,29.88
73.2287,29.79
73.2788,29.7
73.3289,29.61
73.3789,29.52
73.429,29.43
73.4791,29.34
73.5291,29.25
73.5792,29.16
73.6293,29.07
73.6794,28.98
73.7295,28.89
73.7796,28.8
73.8297,28.71
73.8798,28.62
73.9299,28.53
73.9801,28.44
74.0302,28.35
74.0803,28.26
74.1305,28.17
74.1806,28.08
74.2308,27.99
74.2809,27.9
74.3311,27.81
74.3813,27.72
74.4314,27.63
74.4816,27.54
74.5318,27.45
74.582,27.36
74.6322,27.27
74.6824,27.18
74.7326,27.09
74.7828,27
74.833,26.91
74.8832,26.82
74.9334,26.73
74.9837,26.64
75.0339,26.55
75.0841,26.46
75.1344,26.37
75.1846,26.28
75.2349,26.19
75.2851,26.1
75.3354,26.01
75.3857,25.92
75.4359,25.83
75.4862,25.74
75.5365,25.65
75.5868,25.56
75.6371,25.47
75.6874,25.38
75.7377,25.29
75.788,25.2
75.8383,25.11
75.8886,25.02
75.9389,24.93
75.9892,24.84
76.0396,24.75
76.0899,24.66
76.1402,24.57
76.1906,24.48
76.2409,24.39
76.2913,24.3
76.3416,24.21
76.392,24.12
76.4423,24.03
76.4927,23.94
76.5431,23.85
76.5935,23.76
76.6438,23.67
76.6942,23.58
76.7446,23.49
76.795,23.4
76.8454,23.31
76.8958,23.22
76.9462,23.13
76.9966,23.04
77.0471,22.95
77.0975,22.86
77.1479,22.77
77.1983,22.68
77.2488,22.59
77.2992,22.5
77.3497,22.41
77.4001,22.32
77.4506,22.23
77.501,22.14
77.5515,22.05
77.6019,21.96
77.6524,21.87
77.7029,21.78
77.7534,21.69
77.8038,21.6
77.8543,21.51
77.9048,21.42
77.9553,21.33
78.0058,21.24
78.0563,21.15
78.1068,21.06
78.1573,20.97
78.2078,20.88
78.2584,20.79
78.3089,20.7
78.3594,20.61
78.4099,20.52
78.4605,20.43
78.511,20.34
78.5616,20.25
78.6121,20.16
78.6626,20.07
78.7132,19.98
78.7638,19.89
78.8143,19.8
78.8649,19.71
78.9154,19.62
78.966,19.53
79.0166,19.44
79.0672,19.35
79.1178,19.26
79.1683,19.17
79.2189,19.08
79.2695,18.99
79.3201,18.9
79.3707,18.81
79.4213,18.72
79.4719,18.63
79.5226,18.54
79.5732,18.45
79.6238,18.36
79.6744,18.27
79.725,18.18
79.7757,18.09
79.8263,18
79.8769,17.91
79.9276,17.82
79.9782,17.73
80.0289,17.64
80.0795,17.55
80.1302,17.46
80.1808,17.37
80.2315,17.28
80.2822,17.19
80.3328,17.1
80.3835,17.01
80.4342,16.92
80.4848,16.83
80.5355,16.74
80.5862,16.65
80.6369,16.56
80.6876,16.47
80.7383,16.38
80.789,16.29
80.8397,16.2
80.8904,16.11
80.9411,16.02
80.9918,15.93
81.0425,15.84
81.0932,15.75
81.1439,15.66
81.1946,15.57
81.2454,15.48
81.2961,15.39
81.3468,15.3
81.3976,15.21
81.4483,15.12
81.499,15.03
81.5498,14.94
81.6005,14.85
81.6513,14.76
81.702,14.67
81.7528,14.58
81.8035,14.49
81.8543,14.4
81.905,14.31
81.9558,14.22
82.0066,14.13
82.0573,14.04
82.1081,13.95
82.1589,13.86
82.2097,13.77
82.2605,13.68
82.3112,13.59
82.362,13.5
82.4128,13.41
82.4636,13.32
82.5144,13.23
82.5652,13.14
82.616,13.05
82.6668,12.96
82.7176,12.87
82.7684,12.78
82.8192,12.69
82.87,12.6
82.9208,12.51
82.9717,12.42
83.0225,12.33
83.0733,12.24
83.1241,12.15
83.1749,12.06
83.2258,11.97
83.2766,11.88
83.3274,11.79
83.3783,11.7
83.4291,11.61
83.48,11.52
83.5308,11.43
83.5816,11.34
83.6325,11.25
83.6833,11.16
83.7342,11.07
83.785,10.98
83.8359,10.89
83.8868,10.8
83.9376,10.71
83.9885,10.62
84.0393,10.53
84.0902,10.44
84.1411,10.35
84.1919,10.26
84.2428,10.17
84.2937,10.08
84.3446,9.99
84.3954,9.9
84.4463,9.81
84.4972,9.72
84.5481,9.63
84.599,9.54
84.6499,9.45
84.7008,9.36
84.7516,9.27
84.8025,9.18
84.8534,9.09
84.9043,9
84.9552,8.91
85.0061,8.82
85.057,8.73
85.1079,8.64
85.1588,8.55
85.2097,8.46
85.2607,8.37
85.3116,8.28
85.3625,8.19
85.4134,8.1
85.4643,8.01
85.5152,7.92
85.5661,7.83
85.6171,7.74
85.668,7.65
85.7189,7.56
85.7698,7.47
85.8208,7.38
85.8717,7.29
85.9226,7.2
85.9735,7.11
86.0245,7.02
86.0754,6.93
86.1263,6.84
86.1773,6.75
86.2282,6.66
86.2791,6.57
86.3301,6.48
86.381,6.39
86.432,6.3
86.4829,6.21
86.5339,6.12
86.5848,6.03
86.6358,5.94
86.6867,5.85
86.7376,5.76
86.7886,5.67
86.8396,5.58
86.8905,5.49
86.9415,5.4
86.9924,5.31
87.0434,5.22
87.0943,5.13
87.1453,5.04
87.1962,4.95
87.2472,4.86
87.2982,4.77
87.3491,4.68
87.4001,4.59
87.4511,4.5
87.502,4.41
87.553,4.32
87.6039,4.23
87.6549,4.14
87.7059,4.05
87.7569,3.96
87.8078,3.87
87.8588,3.78
87.9098,3.69
87.9607,3.6
88.0117,3.51
88.0627,3.42
88.1137,3.33
88.1646,3.24
88.2156,3.15
88.2666,3.06
88.3176,2.97
88.3685,2.88
88.4195,2.79
88.4705,2.7
88.5215,2.61
88.5724,2.52
88.6234,2.43
88.6744,2.34
88.7254,2.25
88.7764,2.16
88.8273,2.07
88.8783,1.98
88.9293,1.89
88.9803,1.8
89.0313,1.71
89.0823,1.62
89.1332,1.53
89.1842,1.44
89.2352,1.35
89.2862,1.26
89.3372,1.17
89.3882,1.08
89.4392,0.99
89.4901,0.9
89.5411,0.81
89.5921,0.72
89.6431,0.63
89.6941,0.54
89.7451,0.45
89.7961,0.36
89.847,0.27
89.898,0.18
89.949,0.09
90,0
